code,family,family_variant,parent,categories,values,created,updated,associations,quantified_associations
model-biker-jacket-leather,clothing,clothing_material_size,model-biker-jacket,['master_men_blazers'],"{'color': [{'locale': None, 'scope': None, 'data': 'white'}], 'material': [{'locale': None, 'scope': None, 'data': 'leather'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2017']}], 'name': [{'locale': None, 'scope': None, 'data': 'Biker jacket'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Biker jacket leather'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Biker jacket'}]}",2022-01-27T17:37:01+00:00,2022-01-27T17:37:01+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
model-biker-jacket-polyester,clothing,clothing_material_size,model-biker-jacket,['master_men_blazers'],"{'color': [{'locale': None, 'scope': None, 'data': 'white'}], 'material': [{'locale': None, 'scope': None, 'data': 'polyester'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2017']}], 'name': [{'locale': None, 'scope': None, 'data': 'Biker jacket'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Biker jacket polyester'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Biker jacket'}]}",2022-01-27T17:37:01+00:00,2022-01-27T17:37:01+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
model-running-shoes-l,shoes,shoes_size_color,model-running-shoes,['master_men_shoes'],"{'material': [{'locale': None, 'scope': None, 'data': 'leather'}], 'size': [{'locale': None, 'scope': None, 'data': 'l'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2017']}], 'name': [{'locale': None, 'scope': None, 'data': 'Running shoes'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Running shoes L'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Running shoes'}]}",2022-01-27T17:37:01+00:00,2022-01-27T17:37:01+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
model-running-shoes-m,shoes,shoes_size_color,model-running-shoes,['master_men_shoes'],"{'material': [{'locale': None, 'scope': None, 'data': 'leather'}], 'size': [{'locale': None, 'scope': None, 'data': 'm'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2017']}], 'name': [{'locale': None, 'scope': None, 'data': 'Running shoes'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Running shoes M'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Running shoes'}]}",2022-01-27T17:37:01+00:00,2022-01-27T17:37:01+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
model-running-shoes-s,shoes,shoes_size_color,model-running-shoes,['master_men_shoes'],"{'material': [{'locale': None, 'scope': None, 'data': 'leather'}], 'size': [{'locale': None, 'scope': None, 'data': 's'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2017']}], 'name': [{'locale': None, 'scope': None, 'data': 'Running shoes'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Running shoes S'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Running shoes'}]}",2022-01-27T17:37:01+00:00,2022-01-27T17:37:01+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
model-tshirt-divided-blue,clothing,clothing_color_size,model-tshirt-divided,['tshirts'],"{'supplier': [{'locale': None, 'scope': None, 'data': 'zaro'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '400'}], 'color': [{'locale': None, 'scope': None, 'data': 'blue'}], 'material': [{'locale': None, 'scope': None, 'data': 'polyester'}], 'brand': [{'locale': None, 'scope': None, 'data': 'akeneo'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2017']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '19.00', 'currency': 'EUR'}, {'amount': '19.00', 'currency': 'USD'}]}], 'image': [{'locale': None, 'scope': None, 'data': '5/1/c/6/51c653120f7b3045b7e19f8a64c92c78fcbfb662_red.png', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/5/1/c/6/51c653120f7b3045b7e19f8a64c92c78fcbfb662_red.png/download'}}}], 'variation_image': [{'locale': None, 'scope': None, 'data': '3/0/7/8/3078140eed05b112ca4561ecef1042844d6a3bdd_blue.png', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/3/0/7/8/3078140eed05b112ca4561ecef1042844d6a3bdd_blue.png/download'}}}], 'name': [{'locale': None, 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'T-shirt DIVIDED'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided blue'}, {'locale': 'fr_FR', 'scope': None, 'data': 'T-shirt en coton avec un col rond Divided bleu'}], 'meta_title': [{'locale': 'en_US', 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Divided slim T-shirt with a round neck'}], 'care_instructions': [{'locale': None, 'scope': None, 'data': 'Machine wash 40°'}], 'composition': [{'locale': None, 'scope': None, 'data': '57% cotton, 43% polyester'}]}",2022-01-27T17:37:01+00:00,2022-01-27T17:37:01+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
bacchus,clothing,clothing_color_size,,"['master_men_pants_shorts', 'supplier_zaro']","{'supplier': [{'locale': None, 'scope': None, 'data': 'zaro'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '600'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2016']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '599.00', 'currency': 'EUR'}]}], 'image': [{'locale': None, 'scope': None, 'data': 'a/a/a/b/aaabc1851b57a5be1b81a433a0750be8e5a3a502_bacchus.jpg', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/a/a/a/b/aaabc1851b57a5be1b81a433a0750be8e5a3a502_bacchus.jpg/download'}}}], 'name': [{'locale': None, 'scope': None, 'data': 'Slightly washed denim shorts'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Bacchus'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Slightly washed denim shorts with worn finish on the front. The model is 185cm and is wearing a size UK 32, size 42 EN 100% cotton. Machine washable.'}]}",2022-01-27T17:36:57+00:00,2022-01-27T17:36:57+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
model-tshirt-divided-grey,clothing,clothing_color_size,model-tshirt-divided,['tshirts'],"{'supplier': [{'locale': None, 'scope': None, 'data': 'zaro'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '400'}], 'color': [{'locale': None, 'scope': None, 'data': 'grey'}], 'material': [{'locale': None, 'scope': None, 'data': 'cotton'}], 'brand': [{'locale': None, 'scope': None, 'data': 'akeneo'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2017']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '19.00', 'currency': 'EUR'}, {'amount': '19.00', 'currency': 'USD'}]}], 'image': [{'locale': None, 'scope': None, 'data': '5/1/c/6/51c653120f7b3045b7e19f8a64c92c78fcbfb662_red.png', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/5/1/c/6/51c653120f7b3045b7e19f8a64c92c78fcbfb662_red.png/download'}}}], 'variation_image': [{'locale': None, 'scope': None, 'data': '2/2/2/3/222339326f97dc8372d07479ad22d4c5efa69436_grey.png', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/2/2/2/3/222339326f97dc8372d07479ad22d4c5efa69436_grey.png/download'}}}], 'name': [{'locale': None, 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'T-shirt DIVIDED'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided grey'}, {'locale': 'fr_FR', 'scope': None, 'data': 'T-shirt en coton avec un col rond Divided gris'}], 'meta_title': [{'locale': 'en_US', 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Divided slim T-shirt with a round neck'}], 'care_instructions': [{'locale': None, 'scope': None, 'data': 'Machine wash 40°'}], 'composition': [{'locale': None, 'scope': None, 'data': '100% cotton'}]}",2022-01-27T17:37:01+00:00,2022-01-27T17:37:01+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
model-tshirt-divided-red,clothing,clothing_color_size,model-tshirt-divided,['tshirts'],"{'supplier': [{'locale': None, 'scope': None, 'data': 'zaro'}], 'wash_temperature': [{'locale': None, 'scope': None, 'data': '400'}], 'color': [{'locale': None, 'scope': None, 'data': 'red'}], 'material': [{'locale': None, 'scope': None, 'data': 'cotton'}], 'brand': [{'locale': None, 'scope': None, 'data': 'akeneo'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2017']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '19.00', 'currency': 'EUR'}, {'amount': '19.00', 'currency': 'USD'}]}], 'image': [{'locale': None, 'scope': None, 'data': '5/1/c/6/51c653120f7b3045b7e19f8a64c92c78fcbfb662_red.png', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/5/1/c/6/51c653120f7b3045b7e19f8a64c92c78fcbfb662_red.png/download'}}}], 'variation_image': [{'locale': None, 'scope': None, 'data': 'a/7/0/6/a7066887ff86c7d5320aa6443e66a9f855a42b20_red.png', '_links': {'download': {'href': 'http://localhost:8080/api/rest/v1/media-files/a/7/0/6/a7066887ff86c7d5320aa6443e66a9f855a42b20_red.png/download'}}}], 'name': [{'locale': None, 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'T-shirt DIVIDED'}], 'variation_name': [{'locale': 'en_US', 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided red'}, {'locale': 'fr_FR', 'scope': None, 'data': 'T-shirt en coton avec un col rond Divided rouge'}], 'meta_title': [{'locale': 'en_US', 'scope': None, 'data': 'Cotton t-shirt with a round neck Divided'}], 'description': [{'locale': 'en_US', 'scope': 'ecommerce', 'data': 'Divided slim T-shirt with a round neck'}], 'care_instructions': [{'locale': None, 'scope': None, 'data': 'Machine wash 40°'}], 'composition': [{'locale': None, 'scope': None, 'data': '100% cotton'}]}",2022-01-27T17:37:01+00:00,2022-01-27T17:37:01+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
brogueshoe,shoes,shoes_size,,"['master_men_shoes', 'supplier_abibas']","{'supplier': [{'locale': None, 'scope': None, 'data': 'abibas'}], 'collection': [{'locale': None, 'scope': None, 'data': ['summer_2016']}], 'price': [{'locale': None, 'scope': None, 'data': [{'amount': '267.00', 'currency': 'EUR'}]}], 'name': [{'locale': None, 'scope': None, 'data': 'brogueshoe'}], 'erp_name': [{'locale': 'en_US', 'scope': None, 'data': 'Brogue shoe'}]}",2022-01-27T17:36:57+00:00,2022-01-27T17:36:57+00:00,"{'PACK': {'products': [], 'product_models': [], 'groups': []}, 'SUBSTITUTION': {'products': [], 'product_models': [], 'groups': []}, 'UPSELL': {'products': [], 'product_models': [], 'groups': []}, 'X_SELL': {'products': [], 'product_models': [], 'groups': []}}",{}
